[1, 1, 1, 1, 1, 1];0.0
[1, 1, 1, 1, 1, 2];0.0227202490392
[1, 1, 1, 1, 1, 3];0.0579802291306
[1, 1, 1, 1, 1, 4];0.0938716701216
[1.0, 1.0, 1.0, 1.0, 1.0, 0.5];0.0227202490392
[1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333];0.0579802291306
[1.0, 1.0, 1.0, 1.0, 1.0, 0.25];0.0938716701216
[1, 1, 1, 1, 2, 2];0.0227874649456
[1, 1, 1, 1, 2, 3];0.0444859916671
[1, 1, 1, 1, 2, 4];0.0702708773107
[1, 1, 1, 1, 2, 5];0.0967381495986
[1.0, 1.0, 1.0, 1.0, 2.0, 0.5];0.0695532036978
[1, 1, 1, 1, 3, 3];0.058676909818
[1, 1, 1, 1, 3, 4];0.0791905608812
[1, 1, 1, 1, 4, 4];0.096107511294
[1.0, 1.0, 1.0, 1.0, 0.5, 0.5];0.0226710283823
[1.0, 1.0, 1.0, 1.0, 0.5, 0.3333333333333333];0.0440350183827
[1.0, 1.0, 1.0, 1.0, 0.5, 0.25];0.0693000263146
[1.0, 1.0, 1.0, 1.0, 0.5, 0.2];0.0951767999158
[1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333];0.0575220380387
[1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.25];0.0770185211823
[1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.2];0.0981589198159
[1.0, 1.0, 1.0, 1.0, 0.25, 0.25];0.0924445207516
[1, 1, 1, 2, 2, 2];0.0455170832378
[1, 1, 1, 2, 2, 3];0.0812442416145
[1.0, 1.0, 1.0, 2.0, 2.0, 0.5];0.0455170832378
[1.0, 1.0, 1.0, 2.0, 2.0, 0.3333333333333333];0.0812442416145
[1, 1, 1, 2, 3, 3];0.0815196133033
[1.0, 1.0, 1.0, 2.0, 3.0, 0.5];0.0808200631251
[1.0, 1.0, 1.0, 2.0, 0.5, 0.5];0.0455170832378
[1.0, 1.0, 1.0, 2.0, 0.5, 0.3333333333333333];0.0537678069516
[1.0, 1.0, 1.0, 2.0, 0.5, 0.25];0.0698691117095
[1.0, 1.0, 1.0, 2.0, 0.5, 0.2];0.0885403534592
[1.0, 1.0, 1.0, 2.0, 0.3333333333333333, 0.3333333333333333];0.0806323799922
[1.0, 1.0, 1.0, 2.0, 0.3333333333333333, 0.25];0.0909539175371
[1.0, 1.0, 1.0, 3.0, 3.0, 0.5];0.0806323799922
[1.0, 1.0, 1.0, 3.0, 0.5, 0.5];0.0812442416145
[1.0, 1.0, 1.0, 3.0, 0.5, 0.3333333333333333];0.0815196133033
[1.0, 1.0, 1.0, 3.0, 0.5, 0.25];0.0923271558927
[1.0, 1.0, 1.0, 0.5, 0.5, 0.5];0.0455170832378
[1.0, 1.0, 1.0, 0.5, 0.5, 0.3333333333333333];0.0808200631251
[1.0, 1.0, 1.0, 0.5, 0.3333333333333333, 0.3333333333333333];0.0806323799922
[1, 1, 2, 2, 2, 2];0.0226868888777
[1, 1, 2, 2, 2, 3];0.0441576305791
[1, 1, 2, 2, 2, 4];0.0696494345078
[1, 1, 2, 2, 2, 5];0.095717259725
[1.0, 1.0, 2.0, 2.0, 2.0, 0.5];0.0698868952783
[1, 1, 2, 2, 3, 3];0.0304536946278
[1, 1, 2, 2, 3, 4];0.0497514568645
[1, 1, 2, 2, 3, 5];0.0707142129832
[1, 1, 2, 2, 3, 6];0.0919767623453
[1.0, 1.0, 2.0, 2.0, 3.0, 0.5];0.0922260562326
[1, 1, 2, 2, 4, 4];0.0456538780258
[1, 1, 2, 2, 4, 5];0.0633331347856
[1, 1, 2, 2, 4, 6];0.081819766105
[1, 1, 2, 2, 5, 5];0.0634363236576
[1, 1, 2, 2, 5, 6];0.0799138693243
[1, 1, 2, 2, 5, 7];0.0968162544385
[1, 1, 2, 2, 6, 6];0.0822658613066
[1, 1, 2, 2, 6, 7];0.09783120336
[1, 1, 2, 3, 3, 3];0.0657293706577
